,0
"10 Tyler St,Boston, MA 02111,",0.7391877881794279 -1.2402173558609768
"71 Broad St,Boston, MA 02109,",0.7393058396320389 -1.24009740549014
"100 Terminal St,Charlestown, MA 02129,",0.7397441790736773 -1.2401267872354322
"12 Harborside Dr,Terminal A,Boston, MA 02128,",0.7392993600971909 -1.2395226345335375
"355 Congress St,Boston, MA 02210,",0.7391742086451826 -1.240005269558927
"13 Granite Ave,Dorchester, MA 02124,",0.7379895271454835 -1.2401331603051964
"75 Exeter Street,Boston, MA 02116,",0.7391496998591615 -1.240544366858283
"290 Washington St,Boston, MA 02108,",0.7392942925337077 -1.2401747724452226
"53 Northern Ave,Boston, MA 02210,",0.7392251862219749 -1.2399685679027515
"246 W Broadway,Boston, MA 02127,",0.7389873790027384 -1.2400636735116863
"421 Cambridge St,Boston, MA 02134,",0.7392593318434608 -1.241501663372374
"945 Saratoga St,Boston, MA 02128,",0.7398088758110548 -1.2393206606691736
"Musuem Of Fine Art,Boston, MA 02115,",0.7389869522697361 -1.2408120127550981
"1250 Massachusetts Ave,Boston, MA 02125,",0.7386845259802739 -1.2402482796046639
"224 Lewis Wharf,Boston, MA 02110,",0.7394036976252043 -1.2400341294507733
"130 Jersey St,Boston, MA 02215,",0.7390379638804488 -1.240847496515434
"351 Washington St,Brighton, MA 02135,",0.7391557386983735 -1.2418276830226647
"720 Harrison Ave,Boston, MA 02118,",0.7389573698115796 -1.2403968725738557
"55 Fruit St,Massachusetts General Hospital,Boston, MA 02114,",0.7393916251827682 -1.2403561749863574
"782 Tremont St,Boston, MA 02118,",0.7389795075678118 -1.2405644992312046
"1 Faneuil Hall Marketplace,Quincy Market Building,Boston, MA 02109,",0.7393478985763535 -1.2401174357613003
"31 Germania St,Boston, MA 02130,",0.738550542289586 -1.2409689260528125
"272 Cambridge St,Boston, MA 02114,",0.7393633447402336 -1.2403465180796063
"1336 Blue Hill Ave,# A,Mattapan, MA 02126,",0.7379152005539581 -1.2407878333076192
"4 Columbus Ave,Boston, MA 02116,",0.7391889130441308 -1.2403586655712
"1512 Dorchester Ave,Dorchester, MA 02122,",0.7382824344092056 -1.2402146410013255
"133 Guest St,Boston, MA 02135,",0.7392832411088839 -1.2416409842799145
"155 Brighton Ave,Allston, MA 02134,",0.7392249017333069 -1.2414636605732412
"129 Brighton Ave,Boston, MA 02134,",0.7392240788105646 -1.2414479517373087
"764 Huntington Ave,Boston, MA 02115,",0.7388795551795441 -1.2410120662285984
"3 North Sq,Boston, MA 02113,",0.7394164236934453 -1.2400908055275732
"32 Oxford St,Boston, MA 02111,",0.7391972164480473 -1.240212614674064
"68 Aguadilla St,Boston, MA 02118,",0.7390191099612043 -1.2404822671708324
"633 Hyde Park Ave,Roslindale, MA 02131,",0.737927511233837 -1.2412423205354968
"7 Ellery St,Boston, MA 02127,",0.7388259578635445 -1.2401802780863478
"147 Endicott St,Boston, MA 02113,",0.7394327861551827 -1.2401609511828757
"264 Hyde Park Ave,Boston, MA 02130,",0.7381669346279608 -1.241213395193804
"32-34 Fish Pier,Boston, MA 02108,",0.739180181161883 -1.239837438698055
"700 Boylston St,Boston, MA 02116,",0.7391587040127725 -1.240527589880848
"223 Hanover St,Boston, MA 02113,",0.7393942693565849 -1.2401261981868101
"226 Tremont St,Boston, MA 02116,",0.7391948445455936 -1.2402880251150548
"10 Post Office Square,Boston, MA 02109,",0.7392968232611231 -1.2401373298967793
"1245 Vfw Pkwy,West Roxbury, MA 02132,",0.7379039885588432 -1.2421735575385264
"1906 Centre St,West Roxbury, MA 02132,",0.7380350462050399 -1.241890534947023
"197 Humboldt Ave,Dorchester, MA 02121,",0.7385244949958294 -1.2407262563462798
"347 Chelsea St,Boston, MA 02128,",0.73966289123643 -1.2396653474884793
"28 Warren St,Roxbury, MA 02119,",0.738818366553963 -1.240612089123919
"39 Dalton St,Boston, MA 02199,",0.7391096759687549 -1.2406236833461401
"20 Maverick Square,East Boston, MA 02128,",0.7395147363448807 -1.2398509684904166
"1 Harborside Dr,Terminal A Gate A9,Boston, MA 02128,",0.7394248867949882 -1.2395328312757141
"10 Bosworth St,Boston, MA 02108,",0.7392901412680819 -1.2402111625601264
"51 Province St,Boston, MA 02108,",0.7392900129863819 -1.2402112533172474
"223 Grove St,West Roxbury, MA 02132,",0.7376328080263146 -1.2419058886084529
"439 Tremont St,Boston, MA 02116,",0.7391140000219765 -1.2403667586629414
"625 Huntington Ave,MassArt Kennedy Bldg,Boston, MA 02118,",0.7389287996443891 -1.2409114741771596
"61 Columbia Rd,Dorchester, MA 02121,",0.7383654422684304 -1.2405964806444183
"207 Endicott St,Boston, MA 02113,",0.7394596685889865 -1.2401726108549436
"45 Province St,Boston, MA 02108,",0.7392966879981061 -1.2402055914691539
"650 Atlantic Ave,Boston, MA 02210,",0.7392017272514989 -1.2401293240715001
"25 Fan Pier Blvd,Boston, MA 02210,",0.7392519342654263 -1.2399366711380069
"1631 Blue Hill Ave,Boston, MA 02126,",0.7377455178987498 -1.2407997416891055
"154 Maverick St,Maverick Marketplace,Boston, MA 02128,",0.739518345685774 -1.2398272363759129
"745 Boylston St,Boston, MA 02116,",0.7391599056719625 -1.2405710895944604
"151 Milk St,Boston, MA 02109,",0.7393046693887754 -1.2401074804032468
"304 Dudley St,Boston, MA 02119,",0.7387861277046848 -1.2405135495796806
"203 Adams St,Dorchester, MA 02122,",0.7383310680088123 -1.240210603182101
"515 Gallivan Blvd,Dorchester, MA 02124,",0.7379913562505395 -1.2401230452495162
"178 Border St,East Boston, MA 02128,",0.7395973453963716 -1.2398625251880586
"605 Washington St,Dorchester, MA 02124,",0.7381309433207909 -1.2404117375430948
"1312 Hyde Park Ave,Hyde Park, MA 02136,",0.7374754334329914 -1.2413341693600477
"1750 Soldiers Fld Rd,Brighton, MA 02135,",0.7393216366070987 -1.2418631402590838
"3064 Washington St,Roxbury, MA 02119,",0.7385712096059234 -1.2408675774011428
"301 Warren St,Roxbury, MA 02119,",0.7386544015973843 -1.24059716568615
"1513 Dorche Ster Ave,Dorchester, MA 02122,",0.738282888194811 -1.2402227253664206
"1650 Vfw Pkwy,West Roxbury, MA 02132,",0.7376779431134357 -1.2420887118475996
"718 American Lgn Hwy,Roslindale, MA 02131,",0.7380241225332302 -1.2415045070424118
"340 Longwood Ave,Boston, MA 02115,",0.7389741214817402 -1.2410318800789317
"Logan Airport Terminal B Pier A,Boston, MA 02128,",0.7393974261285156 -1.239461997088022
"360 Western Ave,Brighton, MA 02135,",0.7393907603721239 -1.2415539726353857
"329 Washington St,Boston, MA 02108,",0.7392922627157877 -1.2401905537123186
"870 Massachusetts Ave,Boston, MA 02118,",0.7388481994668673 -1.2403880150279016
"146 Tremont St,Boston, MA 02111,",0.7392621104076301 -1.2402610370888312
"540 Commonwealth Ave,Boston, MA 02215,",0.739145767632357 -1.240850347510767
"1223 Commonwealth Ave,Allston, MA 02134,",0.7391842538876926 -1.2414476087801105
"754 E Broadway,Ste 2,Boston, MA 02127,",0.7389215015501219 -1.2397750143793638
"479 W Broadway,South Boston, MA 02127,",0.7389180161276055 -1.239961654653584
"911 Boylston St,Boston, MA 02115,",0.7391414269985072 -1.240632869886658
"109 Savin Hill Ave,Dorchester, MA 02125,",0.7385003632009266 -1.2400993838208467
"281 Franklin St,Boston, MA 02110,",0.7392917242817132 -1.2400884851123328
"653 Oneill Trl,Boston, MA 02135,",0.7391168492719804 -1.241807806340479
"36 N Market St,Faneuil Hall Matketplace,Boston, MA 02139,",0.7393475294392166 -1.2401025486314672
"329 Sumner St,Boston, MA 02128,",0.7394708168795837 -1.2397895887512826
"506 Park Dr,Boston, MA 02215,",0.7391267034009373 -1.2410101873816588
"36 Beach St,Boston, MA 02111,",0.7391966186727783 -1.2402410452149146
"1045 Saratoga St,Boston, MA 02128,",0.7397979221246693 -1.2392483071723677
"354 Congress St,Boston, MA 02210,",0.7391774008523846 -1.2400038514789098
"121 Meridian St,East Boston, MA 02128,",0.7395745863029256 -1.2398394466993596
"45 Transportation Way,Logan Airport,East Boston, MA 02128,",0.7394546725840027 -1.239650975574754
"279 Dartmouth St,Boston, MA 02116,",0.7391901949884664 -1.2405164817328238
"332 Congress St,Boston, MA 02210,",0.7391887262939009 -1.2400192356836015
"584 Tremont St,Boston, MA 02118,",0.739053310560562 -1.2404267534833147
"7 Ocean View Dr,Boston, MA 02125,",0.738639170109002 -1.2398597134626337
"300 Fenway,Boston, MA 02115,",0.7390187978912464 -1.24091047550485
"7 N Market St,Boston, MA 02109,",0.7393550404636525 -1.2401165133547905
"964 Saratoga St,Boston, MA 02128,",0.7398183599302103 -1.2393100586666324
"333 Border St,Boston, MA 02128,",0.7396773172553627 -1.2398567507662288
"45 Meridian St,Boston, MA 02128,",0.739545988210467 -1.2398383323066324
"381 Centre St,Jamaica Plain, MA 02130,",0.7386859239890046 -1.2410676968531764
"510 Atlantic Ave,InterContinental Boston,Boston, MA 02210,",0.7392402588853952 -1.2400698703031956
"155 Milk St,Boston, MA 02109,",0.7393079732970496 -1.2401039539654934
"1 S Market St,Boston, MA 02109,",0.7393461357938089 -1.2400989183466231
"12 Church St,Boston, MA 02116,",0.7391451428044847 -1.24034543597547
"190 High St,Boston, MA 02110,",0.7392862317305573 -1.2400715623999055
"1714 Washington St,Boston, MA 02118,",0.7389427980576547 -1.240487753613336
"60 Washington St,Brighton, MA 02135,",0.7390540723967802 -1.2416446049654477
"978 Saratoga St,Boston, MA 02128,",0.7398157576442952 -1.2392892770312292
"50 Milk St,Boston, MA 02109,",0.7392946511988688 -1.2401624870726173
"1508 Tremont St,Boston, MA 02120,",0.7388607684554754 -1.2408978065037874
"61 Bayswater St,east boston, MA 02128,",0.7397658883515782 -1.2392405116592635
"432 Geneva Ave,Boston, MA 02122,",0.7383066272906319 -1.240318572740288
"200 L St,Boston, MA 02127,",0.7388456259788853 -1.2397724435093755
"1095 Commonwealth Ave,Ste 207,Hong Kong Supermarket,Boston, MA 02215,",0.739211421682829 -1.2413457225670312
"1625 Tremont St,Boston, MA 02120,",0.7388894477057443 -1.2409677243936221
"223 Columbus Ave,Boston, MA 02116,",0.7391379258680275 -1.240428499685231
"547 Washington St,Brighton, MA 02135,",0.7391602163405695 -1.24201753295738
"27 Columbus Ave,Boston, MA 02116,",0.7391894907481132 -1.2403630725275614
"127 South St,Boston, MA 02111,",0.7391919045384687 -1.2401619931444394
"220 Clarendon St,Boston, MA 02116,",0.7391902202957406 -1.2404783750866006
"7 N Beacon St,Allston, MA 02134,",0.7392361346723726 -1.2415631783745253
"263 Hanover St,Boston, MA 02113,",0.7394041985346996 -1.2401168056974403
"674 E Broadway,Boston, MA 02127,",0.7389207213879463 -1.2398164258065256
"789 Adams St,Dorchester, MA 02124,",0.7380053537911405 -1.2401359641766394
"165 William J Day Blvd,Boston, MA 02125,",0.7387562843198049 -1.2400053123194936
"16 Preble St,Boston, MA 02127,",0.7388134473434661 -1.2401431313712128
"11 Leon St,Ryder Hall,Boston, MA 02115,",0.7389363543020565 -1.240742236580911
"130 Salem St,Boston, MA 02113,",0.7394340436649086 -1.2401295387469984
"67 Prince St,Boston, MA 02113,",0.7394338665139897 -1.240121847080985
"141 Richmond St,Boston, MA 02109,",0.7394027411847742 -1.2401067089677176
"748 Huntington Ave,Boston, MA 02115,",0.7388851114352177 -1.241004614545357
"63 Stuart St,Boston, MA 02116,",0.7391910423458182 -1.2402847814206401
"251 Main St,Boston, MA 02129,",0.7396404157589876 -1.240311831406052
"154 Chestnut Hill Ave,Brighton, MA 02135,",0.7390234750296635 -1.2418536823198676
"110 Brighton Ave,Boston, MA 02134,",0.7392176463996063 -1.2414366350224386
"19 Edinboro St,Boston, MA 02111,",0.7392035301766161 -1.2402042440749717
"152 Dorchester Ave,Boston, MA 02127,",0.739026574734415 -1.2401541574887622
"15 Beacon St,Boston, MA 02108,",0.7393148656022656 -1.2402401882582517
"898 Morton St,Mattapan, MA 02126,",0.7379631787824307 -1.2406237898112242
"1746 Washington St,Roxbury, MA 02118,",0.7389359502583345 -1.2404981243597515
"77 Broad St,Boston, MA 02109,",0.7393050001286686 -1.2400952360458797
"307 Cambridge St,Boston, MA 02114,",0.7393668964852614 -1.2403736719121088
"30 Channel Center St,Boston, MA 02210,",0.7391035324097877 -1.240054721717953
"389 Neponset Ave,Dorchester, MA 02122,",0.7380632611977276 -1.2399384854077642
"75 W Broadway,Boston, MA 02127,",0.7390279308552438 -1.2401326209984573
"251 Massachusetts Ave,Boston, MA 02115,",0.7390638811471765 -1.240665148878509
"570 Tremont St,Boston, MA 02118,",0.7390568492156201 -1.2404233221660048
"396 Hanover St,Boston, MA 02113,",0.7394498572205964 -1.2400834620547456
"455 E 1st,South Boston, MA 02127,",0.738960212952931 -1.2398969518075544
"3 Beach St,Fl 2,Boston, MA 02111,",0.7391965209343403 -1.2402523401131686
"1145 Washington St,Boston, MA 02118,",0.7390645635709139 -1.2403162610516936
"203 Bowdoin St,Dorchester, MA 02122,",0.7383888314257362 -1.2403497958079412
"90-92 Harvard Ave,Allston, MA 02134,",0.7392288453047517 -1.2414643691769174
"1443 Tremont St,Roxbury Crossing, MA 02120,",0.7388553954593733 -1.2408511259276136
"354 Newbury St,Boston, MA 02115,",0.7391376919939079 -1.2406857943782306
"100 Arlington St,Boston, MA 02116,",0.7391692379474731 -1.2403734965065187
"295 Bennington St,East Boston, MA 02128,",0.7396726633349122 -1.2396512330108183
"1233 Bennington St,Boston, MA 02128,",0.7398670057471218 -1.239103433499812
"4195 Washington St,Roslindale, MA 02131,",0.7380757725904706 -1.241383957494955
"1312 Commonwealth Ave,Allston, MA 02134,",0.7391436392033343 -1.2415033109631877
"830 Blue Hill Ave,Boston, MA 02124,",0.7382302447012477 -1.2406846703861925
"75 Francis St,Brigham and Women's Hospital-Shapiro Cardiovascular Center,Boston, MA 02115,",0.7389239336664345 -1.2410395324750372
"445 Columbia Rd,Dorchester, MA 02125,",0.7385221047674184 -1.2403486107293793
"520 Atlantic Ave,Boston, MA 02210,",0.7392379663954228 -1.2400837971579621
"96 Peterborough St,Boston, MA 02215,",0.7390497090736502 -1.240892265956077
"400 Neponset Ave,Boston, MA 02122,",0.7380607819575254 -1.2399247479212219
"63 Salem St,Boston, MA 02113,",0.7394021015216033 -1.2401377880457078
"465 Huntington Ave,Museum of Fine Arts,Boston, MA 02120,",0.738957175207368 -1.2408241666993227
"419 Baker St,West Roxbury, MA 02132,",0.7380248587181962 -1.242121642719926
"869 Harrison Ave,Boston, MA 02118,",0.7388971001018497 -1.240486784082937
"128 Gerard St,Roxbury, MA 02119,",0.73878207854082 -1.2404081980153718
"746 Dudley St,Dorchester, MA 02125,",0.7386094331892067 -1.2403237677128065
"66 Beach St,Boston, MA 02111,",0.739193728407537 -1.2402083839959575
"14 Tremont St,Brighton, MA 02135,",0.7391784113980215 -1.242104922465692
"5 Hudson St,Boston, MA 02111,",0.739186631026134 -1.240209249679266
"850 Massachusetts Ave,Boston, MA 02118,",0.7388579584753798 -1.2404015954348113
"985 Bennington St,Boston, MA 02128,",0.7398047201821056 -1.2392881827097881
"696 Washington St,Boston, MA 02111,",0.7391915458733075 -1.2402570847907404
"297 Main St,Charlestown, MA 02129,",0.7396544482061738 -1.2403319454530166
"106 Cambridge St,Boston, MA 02114,",0.7393643683758399 -1.240261676752002
"66 Brighton Ave,Allston, MA 02134,",0.7392126626119272 -1.241403739056697
"1251 River St,Hyde Park, MA 02136,",0.737529744588655 -1.2413149698656112
"442 Blue Hill Ave,Dorchester, MA 02121,",0.7384658789855655 -1.240596964100621
"67 Washington St,Brighton, MA 02135,",0.7390684111492499 -1.2416613051483956
"531 Columbia Rd,Dorchester, MA 02125,",0.7385681561523972 -1.240318953222065
"433 Massachusetts Ave,Boston, MA 02118,",0.7390060435537592 -1.2405907254212099
"224 Tremont St,Boston, MA 02116,",0.739195903087785 -1.2402877807689594
"10 Newbury St,Boston, MA 02228,",0.7392094651687376 -1.2404159594945552
"88 E Newton St,Fl 2,Boston, MA 02118,",0.7389408363075755 -1.2403966509170408
"657 Washington St,Boston, MA 02124,",0.7381020075071222 -1.2404063828729495
"1157 Dorchester Ave,Boston, MA 02125,",0.7384964239928048 -1.2401740804221737
"1155 Dorchester Ave,Boston, MA 02125,",0.7384958515248101 -1.240169964063133
"105 Bowdoin Ave,Dorchester, MA 02121,",0.7382908076262918 -1.2404445156991117
"600 Hyde Park Ave,Roslindale, MA 02131,",0.737950305233868 -1.2412326060328809
"1143 Blue Hill Ave,Dorchester Center, MA 02124,",0.7380434569467053 -1.2407532330278632
"417 Hanover St,Boston, MA 02113,",0.7394441133420281 -1.2400824576177611
"639 Tremont St,Boston, MA 02118,",0.7390353223246261 -1.2404709574372796
"1 Lovejoy Wharf,Ste 101,Boston, MA 02114,",0.7394659517742938 -1.2402047484751253
"63 Harvard Ave,Boston, MA 02134,",0.7392427739048474 -1.2414729064549535
"450 Washington St,Boston, MA 02111,",0.7392526428691027 -1.2402138922550763
"79 Charles St,Boston, MA 02114,",0.7393167374678883 -1.2403910300841845
"914 Morton St,Mattapan, MA 02126,",0.7379601576174956 -1.2406118665944392
"15 Fish Pier St E,Boston, MA 02210,",0.7391768859802553 -1.2398249831558483
"11 William E Mullins Way,Boston, MA 02118,",0.7390912871797559 -1.2402751079332608
"9 Park St,Boston, MA 02108,",0.7393030017266752 -1.2402575394490103
"449 Ruggles St,Boston, MA 02115,",0.7389506825825506 -1.2408152890820823
"707 Centre St,Jamaica Plain, MA 02130,",0.738497751315701 -1.2411591486153226
"627 Commonwealth Ave,Boston, MA 02215,",0.739163766340268 -1.240935404386534
"400 Brookline Ave,Boston, MA 02215,",0.7389713472808942 -1.2410329211678304
"26 North Street,Boston, MA 02109,",0.7393618245584552 -1.2401386458750352
"99 Salem St,Boston, MA 02113,",0.7394134714690155 -1.2401297237518993
"5 N Sq,Boston, MA 02113,",0.7394145570638103 -1.2400943223660161
"229 North St,Boston, MA 02113,",0.7394056401766618 -1.2400780986579543
"716 Columbus Ave,Boston, MA 02228,",0.7389540711392933 -1.2406466824223579
"2805 Washington St,Roxbury, MA 02119,",0.7386763011161738 -1.2407693668514685
"475 Dudley St,Roxbury, MA 02119,",0.7387042630361199 -1.240445061114503
"282 Cambridge St,Boston, MA 02114,",0.7393628612840307 -1.240350081169274
"1100 Blue Hill Ave,Boston, MA 02124,",0.7380686245945192 -1.2407360424073957
"9 East St Pl,Boston, MA 02111,",0.7391945827462056 -1.2401563705662537
"1 Harborside Dr,Boston Logan International Airport, Terminal E,Boston, MA 02128,",0.739521260729603 -1.2394913290914311
"10 Causeway St,Fl 2,Boston, MA 02114,",0.7394350149406376 -1.240261460331175
"5 Fid Kennedy Ave,Boston, MA 02210,",0.7391210799500877 -1.2397315146657522
"138 St. James Ave,Boston, MA 02116,",0.7391541705200405 -1.2404897153634151
"321 A St Fort Point,Boston, MA 02210,",0.739154636522951 -1.2400222158332994
"33 Hancock St,Boston, MA 02125,",0.7385490168718196 -1.240307900051912
"340 Washington St,Dorchester, MA 02121,",0.7382888397675603 -1.2404460620608293
"1348 Boylston St,Boston, MA 02115,",0.7390660462281136 -1.2408949581264481
"35 Farragut Rd,Boston, MA 02127,",0.7389457633720539 -1.239602481601487
"50 Park Plz,Boston Park Plaza,Boston, MA 02116,",0.7391850227052281 -1.240378328450553
"5 Broad St,Boston, MA 02109,",0.7393262783102442 -1.2401139067055529
"10 Milk St,Boston, MA 02108,",0.7392916597045311 -1.2401725296971333
"1 3/4 Broad St,Boston, MA 02109,",0.7393279337550399 -1.240114244426763
"1166 Washington St,Boston, MA 02118,",0.7390538036160753 -1.2403126394934958
"76 Brighton Ave,Boston, MA 02134,",0.7392133057657567 -1.2414088258188019
"78 Arlington Ave,Boston, MA 02129,",0.7398197352496609 -1.240469021867139
"11B Allstate Rd,Dorchester, MA 02125,",0.7387545058292971 -1.2402638793575183
"655 E Broadway,Boston, MA 02127,",0.7389175274354151 -1.2398300760266057
"187 Wolcott Sq,Hyde Park, MA 02136,",0.7372013687438739 -1.2414667812219438
"260 Bowdoin St,Dorchester, MA 02122,",0.7384162173870294 -1.2403237371695444
"199 State St,Boston, MA 02109,",0.7393361472744998 -1.2400733190737978
"160 Norfolk St,Dorchester Center, MA 02124,",0.7380736651053988 -1.2405333590666905
"185 Harvard Ave,Boston, MA 02134,",0.7391866938579869 -1.2414534730863973
"76 Westmoreland St,Boston, MA 02124,",0.7380207502131371 -1.240192482301142
"1391 Boylston St,Boston, MA 02215,",0.7390601103633275 -1.240933642476654
"3704 Washington St,Jamaica Plain, MA 02130,",0.7383054814819782 -1.2411322687995126
"560 Washington St,Boston, MA 02124,",0.738159770924046 -1.240408479886046
"477 Shawmut Ave,Boston, MA 02118,",0.7389757254393228 -1.2404850029744348
"653 Boylston St,Boston, MA 02116,",0.739168655007503 -1.240528598681156
"1 Charles St S,Boston, MA 02116,",0.7391934945334171 -1.2403399652409297
"1583 Commonwealth Ave,Boston, MA 02135,",0.739070275160891 -1.2416568222702116
"106 St Stephen St,Boston, MA 02115,",0.7390181901726884 -1.2407086372474807
"88 E Newton St,Boston, MA 02118,",0.7389438600905046 -1.2403925293220117
"1284 Blue Hill Ave,Mattapan, MA 02126,",0.7379477099292703 -1.240776843841984
"208 Dudley St,Boston, MA 02119,",0.738797107571009 -1.2405750392745576
"8 Park Plz,Spc D-6,Boston, MA 02116,",0.7391994443608373 -1.2403212396033851
"715 Boylston St,Boston, MA 02116,",0.7391647524512954 -1.2405566251782845
"1 Harborside Dr,American Airlines Terminal B,Boston, MA 02128,",0.7393844396622379 -1.2394984189628309
"695 Truman Hwy,Boston, MA 02136,",0.7374700700362 -1.2412352310080756
"106 Dorchester St,Boston, MA 02127,",0.7389135411034035 -1.2399616223649932
"4252 Washington St,Boston, MA 02131,",0.7380448235395097 -1.2414126908504304
"264 Newbury St,Boston, MA 02116,",0.7391585294798474 -1.2406116589002585
"74 Summer St,Boston, MA 02110,",0.7392404587255944 -1.2401786165329
"6 Hemenway St,Boston, MA 02215,",0.7391105870306245 -1.2407151194003225
"125 Harvard Ave,Boston, MA 02134,",0.7392105437822152 -1.2414653989211761
"33 Union St,Boston, MA 02108,",0.7393648483413842 -1.2401517855863091
"14 Parmenter St,Boston, MA 02113,",0.7394111623984152 -1.2401196479661272
"720 E Broadway,Boston, MA 02127,",0.7389223331995104 -1.2397953527011372
"228 Market St,Brighton, MA 02135,",0.7392549344864107 -1.2417749784425778
"115 Stuart St,Boston, MA 02116,",0.7391914184642719 -1.2402984927272438
"450 Boylston St,Boston, MA 02116,",0.7391885421616649 -1.2404429920266746
"200 High St,Boston, MA 02110,",0.7392886699555224 -1.240071129558251
"8 Allstate Rd,Ste 3,Dorchester, MA 02125,",0.7387555739707993 -1.2402444791502176
"144 Charles St,Boston, MA 02114,",0.7393444768583549 -1.2403972853442233
"931 Dorchester Ave,Dorchester, MA 02125,",0.7386273254320337 -1.240152732427428
"326 Hanover St,Boston, MA 02113,",0.7394265614384052 -1.2400994684693156
"1270 River Street,Hyde Park, MA 02136,",0.7375223915165164 -1.2413231380065108
"748 Gallivan Blvd,Dorchester, MA 02122,",0.7380307465864278 -1.2399524864390237
"522 River St,Mattapan, MA 02126,",0.737726690159444 -1.2408088278731915
"533 Washington St,Brighton, MA 02135,",0.7391559446472253 -1.2420045494530743
"1224 Dorchester Ave,Boston, MA 02125,",0.738451236545806 -1.2401704195940677
"522 River St,Boston, MA 02126,",0.737726690159444 -1.2408088278731915
"730 Blue Hill Ave,Dorchester, MA 02121,",0.7382963385746913 -1.240664261378584
"394 Geneva Ave,Dorchester, MA 02122,",0.7383220935257986 -1.2403426015607646
"15 W St,Boston, MA 02111,",0.7392514569178761 -1.2402450306742612
"682 Huntington Ave,Boston, MA 02115,",0.7389070563325675 -1.2409487788445919
"361 Boylston St,Boston, MA 02116,",0.7392014593434586 -1.240410728742787
"31 Saint James Ave,Ste 550,Boston, MA 02116,",0.7391871415349401 -1.2404092129243316
"230 Hanover St,Boston, MA 02113,",0.7394015534882183 -1.2401239859819833
"30 Rowes Wharf,Boston, MA 02110,",0.7392912608967969 -1.2400418027908298
"345 Congress St,Fort Point,Boston, MA 02210,",0.7391816786543812 -1.2400163733436285
"2254 Dorchester Ave,Dorchester Center, MA 02124,",0.7378358893020888 -1.2403390629057063
"15 Francis St,Fl 1,Peter Brent Bldg,Boston, MA 02115,",0.7389259678476777 -1.2410362163494584
"65 Salem St,Boston, MA 02113,",0.7394022202039927 -1.2401362696092586
"415 Western Ave,Brighton, MA 02135,",0.7393919498140091 -1.2416110274486332
"1096 Boylston St,Boston, MA 02215,",0.7391178973421965 -1.2407055541233571
"1334 Boylston St,Boston, MA 02215,",0.7390701913850871 -1.2408801367904403
"286 Newbury St,Boston, MA 02115,",0.7391523545049538 -1.2406346387778548
"1243 Commonwealth Ave,Allston, MA 02134,",0.7391765805476362 -1.2414626831888602
"44 Gainsborough St,Boston, MA 02115,",0.7390244314700936 -1.2406805566451455
"82 Water St,Boston, MA 02109,",0.7393057183316559 -1.2401339683926398
"107 Porter St,Boston, MA 02128,",0.7395716297151728 -1.2397898680039627
"4 Tyler St,Boston, MA 02111,",0.7391908608315759 -1.2402157571393821
"25 Tyler St,Boston, MA 02111,",0.7391827738484867 -1.2402217942332647
"377 Washington St,Boston, MA 02108,",0.7392810515933376 -1.2402026750239739
"160 Dudley St,Roxbury, MA 02119,",0.738802845340925 -1.2406059420742934
"2 Prince St,Boston, MA 02113,",0.7394165999716997 -1.240096023189372
"685 Washington St,Boston, MA 02111,",0.7391937772767564 -1.2402595099257356
"138 Saint James Ave,Boston, MA 02116,",0.7391541705200405 -1.2404897153634151
"170 Charles St,Boston, MA 02114,",0.73935539651082 -1.240399871922175
"456 Hyde Park Ave,Roslindale, MA 02131,",0.7380358412025143 -1.2412331846095275
"73 Broad St,Boston, MA 02109,",0.7393057078596804 -1.2400975084645656
"12 Channel St,Boston, MA 02210,",0.7390878436451417 -1.2398051911221308
"267 Bowdoin St,Boston, MA 02122,",0.7384128227216343 -1.2403193886817132
"480 Columbus Ave,Boston, MA 02118,",0.7390465447917164 -1.2405332936168436
"PO Box 269,47 Harvard Ave,Boston, MA 02134,",0.7392475569796625 -1.2414753342079432
"3 Faneuil Hall Market Pl,Boston, MA 02109,",0.7393437499287212 -1.2401301749195106
"2 South Sta,Boston, MA 02110,",0.7391992977531802 -1.240133735391185
"Terminal A 1 Harborside Dr,East Boston, MA 02128,",0.7394248867949882 -1.2395328312757141
"1799 Commonwealth Ave,Boston, MA 02135,",0.7390057311398229 -1.2418054457826653
"198 Adams St,Dorchester, MA 02122,",0.7383368782098922 -1.2402079450456502
"177 Massachusetts Ave,Ste A,Boston, MA 02115,",0.7390974918252466 -1.2406819616351932
"468 Commonwealth Ave,Boston, MA 02215,",0.7391468087212556 -1.2407917533171196
"1370 Dorchester Ave,Dorchester, MA 02122,",0.7383685986963826 -1.2401921951944803
"1356 Dorchester Ave,Boston, MA 02122,",0.7383737831969257 -1.2401919552117082
"682 Washington St,Boston, MA 02111,",0.7391956177264526 -1.2402560899530664
"1856 Centre St,West Roxbury, MA 02132,",0.7380555704043789 -1.2418593912918507
"226 Newbury St,Boston, MA 02116,",0.7391672282008394 -1.240578711447304
"744 Dudley St,Boston, MA 02125,",0.7386110947426546 -1.2403236935363133
"513 Tremont St,Boston, MA 02116,",0.7390792583705511 -1.2403898537322686
"257 N St,Boston, MA 02113,",0.7394082276272781 -1.2400669049887967
"27 Austin St,Whole Foods Market,Charlestown, MA 02129,",0.7396170056577307 -1.2403128340977072
"1 8th St,Pier 6,Charlestown, MA 02129,",0.7395758403219932 -1.2400350841458743
"23 Food Mart Rd,Roxbury, MA 02118,",0.738924473845838 -1.2402424868568762
